index,year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified,rank,previous_winner_party,change,swing
516,1980,MONTANA,MT,30,81,64,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,206814,363952,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
861,1984,MONTANA,MT,30,81,64,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,232450,384377,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1160,1988,MONTANA,MT,30,81,64,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,190412,365674,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1496,1992,MONTANA,MT,30,81,64,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,154507,410583,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1871,1996,MONTANA,MT,30,81,64,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,179652,407083,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
2233,2000,MONTANA,MT,30,81,64,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,240178,410986,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2581,2004,MONTANA,MT,30,81,64,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,266063,450434,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2913,2008,MONTANA,MT,30,81,64,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,242763,490109,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3246,2012,MONTANA,MT,30,81,64,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,267928,484048,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3581,2016,MONTANA,MT,30,81,64,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,279240,494526,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
4061,2020,MONTANA,MT,30,81,64,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,343602,603674,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
520,1980,NEBRASKA,NE,31,46,35,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,419214,639533,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
864,1984,NEBRASKA,NE,31,46,35,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,460054,652090,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1164,1988,NEBRASKA,NE,31,46,35,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,397956,661465,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1501,1992,NEBRASKA,NE,31,46,35,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,343678,737546,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1876,1996,NEBRASKA,NE,31,46,35,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,363467,677415,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2240,2000,NEBRASKA,NE,31,46,35,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,433862,697019,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2587,2004,NEBRASKA,NE,31,46,35,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,512814,778186,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2918,2008,NEBRASKA,NE,31,46,35,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,452979,801281,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3250,2012,NEBRASKA,NE,31,46,35,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,475064,794379,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3586,2016,NEBRASKA,NE,31,46,35,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,495961,844227,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
4067,2020,NEBRASKA,NE,31,46,35,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,556846,956383,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
524,1980,NEVADA,NV,32,88,65,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,155017,243692,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
869,1984,NEVADA,NV,32,88,65,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,188770,282717,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1168,1988,NEVADA,NV,32,88,65,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,206040,343133,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1506,1992,NEVADA,NV,32,88,65,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,189148,506318,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1882,1996,NEVADA,NV,32,88,65,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,203974,464279,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2246,2000,NEVADA,NV,32,88,65,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,301575,609426,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
2594,2004,NEVADA,NV,32,88,65,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,418690,829587,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2925,2008,NEVADA,NV,32,88,65,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,533736,967848,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
3255,2012,NEVADA,NV,32,88,65,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,531373,1014918,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3591,2016,NEVADA,NV,32,88,65,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,539260,1125385,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
4073,2020,NEVADA,NV,32,88,65,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,703486,1405376,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
528,1980,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,221705,383990,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
872,1984,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,267050,388904,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1172,1988,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,281537,450525,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1515,1992,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,209040,537215,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1890,1996,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,246166,496597,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2256,2000,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,273559,569081,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
2601,2004,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,340511,678287,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
2932,2008,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,384826,710970,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3260,2012,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,369561,710972,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3597,2016,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,348526,744296,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
4078,2020,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,424921,806182,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
537,1980,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1546557,2975684,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
877,1984,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1933630,3217862,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1176,1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1743192,3099553,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1521,1992,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1436206,3343594,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1895,1996,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1652361,3075860,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2263,2000,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"GORE, AL",DEMOCRAT,False,1788850,3187226,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2606,2004,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,1911430,3611691,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2937,2008,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2215422,3868237,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3266,2012,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2122786,3638499,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3604,2016,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,2148278,3874046,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
4100,2020,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2608335,4549353,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
550,1980,NEW MEXICO,NM,35,85,66,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,250779,456237,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
886,1984,NEW MEXICO,NM,35,85,66,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,307101,514370,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1187,1988,NEW MEXICO,NM,35,85,66,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,270341,521387,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1534,1992,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,261617,569986,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1898,1996,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,273495,556074,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2266,2000,NEW MEXICO,NM,35,85,66,US PRESIDENT,"GORE, AL",DEMOCRAT,False,286783,598605,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2609,2004,NEW MEXICO,NM,35,85,66,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,376930,756304,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
2947,2008,NEW MEXICO,NM,35,85,66,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,472422,830158,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
3276,2012,NEW MEXICO,NM,35,85,66,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,415335,783758,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3613,2016,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,385234,798319,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
4109,2020,NEW MEXICO,NM,35,85,66,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,501614,923965,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
557,1980,NEW YORK,NY,36,21,13,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,2728372,6201959,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
894,1984,NEW YORK,NY,36,21,13,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,3376519,6806810,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
1195,1988,NEW YORK,NY,36,21,13,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,3255487,6485683,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1544,1992,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,3346894,7079432,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
1905,1996,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,3649630,6439129,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2273,2000,NEW YORK,NY,36,21,13,US PRESIDENT,"GORE, AL",DEMOCRAT,False,3942215,6960215,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2615,2004,NEW YORK,NY,36,21,13,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,4180755,7448266,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2953,2008,NEW YORK,NY,36,21,13,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,4645332,7722019,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3282,2012,NEW YORK,NY,36,21,13,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,4324228,7116784,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3621,2016,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,4379789,7802084,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
4113,2020,NEW YORK,NY,36,21,13,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,5230985,8661735,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
568,1980,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,915018,1855833,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
903,1984,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1346481,2175361,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1205,1988,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1237258,2134370,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1555,1992,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1134661,2611850,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1918,1996,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,1225938,2515807,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2287,2000,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1631163,2914990,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2625,2004,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1961166,3501007,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2965,2008,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2142651,4310851,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
3292,2012,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,2270395,4505372,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
3633,2016,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2362631,4741564,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
4137,2020,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2758773,5524802,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
574,1980,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,193695,301116,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
907,1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,200336,308971,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1209,1988,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,166559,297261,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1562,1992,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,136244,308133,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1924,1996,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,125050,266411,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2292,2000,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,174852,288256,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2629,2004,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,196651,312833,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2970,2008,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,168601,316621,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3296,2012,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,188320,322932,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3638,2016,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,216794,344360,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
4144,2020,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,235595,361819,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
584,1980,OHIO,OH,39,31,24,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2206545,4283603,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
917,1984,OHIO,OH,39,31,24,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2678559,4563235,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1215,1988,OHIO,OH,39,31,24,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2416549,4393585,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1566,1992,OHIO,OH,39,31,24,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1984942,4939967,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1930,1996,OHIO,OH,39,31,24,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2148222,4534434,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2297,2000,OHIO,OH,39,31,24,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,2350363,4701998,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
2635,2004,OHIO,OH,39,31,24,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,2859764,5627903,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2975,2008,OHIO,OH,39,31,24,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2940044,5708350,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
3302,2012,OHIO,OH,39,31,24,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2827621,5580822,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3645,2016,OHIO,OH,39,31,24,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2841005,5496487,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
4148,2020,OHIO,OH,39,31,24,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,3154834,5922202,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
593,1980,OKLAHOMA,OK,40,73,53,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,695570,1149708,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
926,1984,OKLAHOMA,OK,40,73,53,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,861530,1255676,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1222,1988,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,678367,1171036,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1571,1992,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,592929,1390359,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1939,1996,OKLAHOMA,OK,40,73,53,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,582315,1206713,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2302,2000,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,744337,1234229,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2639,2004,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,959792,1463758,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2983,2008,OKLAHOMA,OK,40,73,53,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,960165,1462661,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3310,2012,OKLAHOMA,OK,40,73,53,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,891325,1334872,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3650,2016,OKLAHOMA,OK,40,73,53,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,949136,1452992,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
4158,2020,OKLAHOMA,OK,40,73,53,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1020280,1560699,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
597,1980,OREGON,OR,41,92,72,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,571044,1181516,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
929,1984,OREGON,OR,41,92,72,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,685700,1226527,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1226,1988,OREGON,OR,41,92,72,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,616206,1201694,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1575,1992,OREGON,OR,41,92,72,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,621314,1462643,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
1943,1996,OREGON,OR,41,92,72,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,649641,1377760,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2306,2000,OREGON,OR,41,92,72,US PRESIDENT,"GORE, AL",DEMOCRAT,False,720342,1533950,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2641,2004,OREGON,OR,41,92,72,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,943163,1836782,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2985,2008,OREGON,OR,41,92,72,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1037291,1827864,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3312,2012,OREGON,OR,41,92,72,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,970488,1789270,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3653,2016,OREGON,OR,41,92,72,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1002106,2001336,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
4165,2020,OREGON,OR,41,92,72,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1340383,2374321,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
603,1980,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2261872,4561501,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
932,1984,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2584323,4844903,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1231,1988,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2300087,4536251,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1582,1992,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2239164,4959810,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1952,1996,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2215819,4501307,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2314,2000,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"GORE, AL",DEMOCRAT,False,2485967,4912185,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2647,2004,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,2938095,5769590,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2992,2008,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,3276363,6013272,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3319,2012,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2990274,5742040,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3658,2016,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2970733,6115402,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
4171,2020,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,3458229,6915283,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
