index,year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified,rank,previous_winner_party,change,swing
3890,2020,IDAHO,ID,16,82,63,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,554119,868014,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
417,1980,ILLINOIS,IL,17,33,21,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2358049,4749721,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
769,1984,ILLINOIS,IL,17,33,21,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2707103,4819088,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1089,1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2310939,4559120,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1390,1992,ILLINOIS,IL,17,33,21,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2453350,5050157,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1773,1996,ILLINOIS,IL,17,33,21,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2341744,4311391,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2135,2000,ILLINOIS,IL,17,33,21,US PRESIDENT,"GORE, AL",DEMOCRAT,False,2589026,4742108,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2493,2004,ILLINOIS,IL,17,33,21,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,2891550,5274322,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2823,2008,ILLINOIS,IL,17,33,21,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,3419348,5522371,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3162,2012,ILLINOIS,IL,17,33,21,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,3019512,5242014,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3490,2016,ILLINOIS,IL,17,33,21,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,3090729,5536424,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3904,2020,ILLINOIS,IL,17,33,21,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,3471915,6033743,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
426,1980,INDIANA,IN,18,32,22,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1255656,2242033,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
778,1984,INDIANA,IN,18,32,22,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1377230,2233069,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1094,1988,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1297763,2168621,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1399,1992,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,989375,2305871,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1780,1996,INDIANA,IN,18,32,22,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,1006693,2135431,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2142,2000,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1245836,2199302,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2497,2004,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1479438,2468002,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2831,2008,INDIANA,IN,18,32,22,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1374039,2751054,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
3167,2012,INDIANA,IN,18,32,22,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,1420543,2624534,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
3495,2016,INDIANA,IN,18,32,22,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1557286,2734958,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3925,2020,INDIANA,IN,18,32,22,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1729519,3033118,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
434,1980,IOWA,IA,19,42,31,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,676026,1317661,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
782,1984,IOWA,IA,19,42,31,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,703088,1319805,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1097,1988,IOWA,IA,19,42,31,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,670557,1225614,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1405,1992,IOWA,IA,19,42,31,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,586353,1354607,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
1785,1996,IOWA,IA,19,42,31,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,620258,1234075,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2147,2000,IOWA,IA,19,42,31,US PRESIDENT,"GORE, AL",DEMOCRAT,False,638517,1353022,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2501,2004,IOWA,IA,19,42,31,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,751957,1506908,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
2836,2008,IOWA,IA,19,42,31,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,828940,1537123,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
3171,2012,IOWA,IA,19,42,31,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,822544,1582180,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3502,2016,IOWA,IA,19,42,31,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,800983,1565580,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
3938,2020,IOWA,IA,19,42,31,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,897672,1700130,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
445,1980,KANSAS,KS,20,47,32,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,566812,979795,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
791,1984,KANSAS,KS,20,47,32,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,677296,1021991,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1107,1988,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,554049,993044,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1419,1992,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,449951,1157236,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1794,1996,KANSAS,KS,20,47,32,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,583245,1074300,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2158,2000,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,622332,1072216,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2509,2004,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,736456,1187756,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2846,2008,KANSAS,KS,20,47,32,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,699655,1235872,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3180,2012,KANSAS,KS,20,47,32,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,692634,1159971,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3512,2016,KANSAS,KS,20,47,32,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,671018,1184402,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3950,2020,KANSAS,KS,20,47,32,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,771406,1372303,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
453,1980,KENTUCKY,KY,21,61,51,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,635274,1295627,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
797,1984,KENTUCKY,KY,21,61,51,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,821702,1369345,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1110,1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,734281,1322517,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1424,1992,KENTUCKY,KY,21,61,51,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,665104,1492900,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1800,1996,KENTUCKY,KY,21,61,51,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,636614,1388708,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2164,2000,KENTUCKY,KY,21,61,51,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,872520,1544106,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
2515,2004,KENTUCKY,KY,21,61,51,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1069439,1795882,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2851,2008,KENTUCKY,KY,21,61,51,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1048462,1826620,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3185,2012,KENTUCKY,KY,21,61,51,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,1087190,1797212,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3517,2016,KENTUCKY,KY,21,61,51,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1202971,1924149,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3953,2020,KENTUCKY,KY,21,61,51,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1326646,2136768,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
461,1980,LOUISIANA,LA,22,72,45,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,792853,1548591,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
806,1984,LOUISIANA,LA,22,72,45,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1037299,1706822,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1115,1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,883702,1628202,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1432,1992,LOUISIANA,LA,22,72,45,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,815971,1790017,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1807,1996,LOUISIANA,LA,22,72,45,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,927837,1783959,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2172,2000,LOUISIANA,LA,22,72,45,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,927871,1765656,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
2521,2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1102169,1943106,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2857,2008,LOUISIANA,LA,22,72,45,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1148275,1960761,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3191,2012,LOUISIANA,LA,22,72,45,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,1152262,1994065,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3524,2016,LOUISIANA,LA,22,72,45,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1178638,2029032,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3970,2020,LOUISIANA,LA,22,72,45,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1255776,2148062,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
468,1980,MAINE,ME,23,11,2,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,238522,523011,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
814,1984,MAINE,ME,23,11,2,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,336500,553144,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1121,1988,MAINE,ME,23,11,2,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,307131,555035,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1443,1992,MAINE,ME,23,11,2,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,263420,679499,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1815,1996,MAINE,ME,23,11,2,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,312788,605897,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2180,2000,MAINE,ME,23,11,2,US PRESIDENT,"GORE, AL",DEMOCRAT,False,319951,651817,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2530,2004,MAINE,ME,23,11,2,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,396842,740752,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2866,2008,MAINE,ME,23,11,2,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,421923,731163,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3202,2012,MAINE,ME,23,11,2,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,401306,724758,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3529,2016,MAINE,ME,23,11,2,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,357735,771892,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3981,2020,MAINE,ME,23,11,2,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,435072,828305,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
475,1980,MARYLAND,MD,24,52,52,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,726161,1540496,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
819,1984,MARYLAND,MD,24,52,52,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,879918,1675873,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
1126,1988,MARYLAND,MD,24,52,52,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,876167,1714358,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1450,1992,MARYLAND,MD,24,52,52,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,988571,1984580,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1823,1996,MARYLAND,MD,24,52,52,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,966207,1780870,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2187,2000,MARYLAND,MD,24,52,52,US PRESIDENT,"GORE, AL",DEMOCRAT,False,1144008,2025212,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2537,2004,MARYLAND,MD,24,52,52,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,1334493,2384238,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2871,2008,MARYLAND,MD,24,52,52,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1629467,2631596,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3208,2012,MARYLAND,MD,24,52,52,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1677844,2707327,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3535,2016,MARYLAND,MD,24,52,52,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1677928,2781446,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3989,2020,MARYLAND,MD,24,52,52,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1985023,3037030,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
479,1980,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1057631,2524090,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
825,1984,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1310936,2559383,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1131,1988,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1401415,2632801,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1455,1992,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1318639,2773664,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
1830,1996,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1571509,2556459,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2195,2000,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"GORE, AL",DEMOCRAT,False,1616487,2733964,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2545,2004,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,1803800,2927455,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2878,2008,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1904097,3102995,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3213,2012,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1921290,3184196,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3544,2016,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1995196,3378821,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
4014,2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2382202,3658005,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
486,1980,MICHIGAN,MI,26,34,23,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1915225,3909725,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
829,1984,MICHIGAN,MI,26,34,23,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2251571,3801658,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1136,1988,MICHIGAN,MI,26,34,23,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1965486,3669163,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1466,1992,MICHIGAN,MI,26,34,23,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1871182,4274673,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1838,1996,MICHIGAN,MI,26,34,23,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1989653,3848844,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2203,2000,MICHIGAN,MI,26,34,23,US PRESIDENT,"GORE, AL",DEMOCRAT,False,2170418,4232501,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2552,2004,MICHIGAN,MI,26,34,23,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,2479183,4839252,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2886,2008,MICHIGAN,MI,26,34,23,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2872579,5001596,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3219,2012,MICHIGAN,MI,26,34,23,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2564569,4730961,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3551,2016,MICHIGAN,MI,26,34,23,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2279543,4799284,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
4020,2020,MICHIGAN,MI,26,34,23,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2804040,5539302,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
493,1980,MINNESOTA,MN,27,41,33,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,False,954173,2051916,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
840,1984,MINNESOTA,MN,27,41,33,US PRESIDENT,"MONDALE, WALTER",DEMOCRAT,False,1036364,2084449,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
1141,1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1109471,2096790,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
1474,1992,MINNESOTA,MN,27,41,33,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1020997,2347948,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
1846,1996,MINNESOTA,MN,27,41,33,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1120380,2192492,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2210,2000,MINNESOTA,MN,27,41,33,US PRESIDENT,"GORE, AL",DEMOCRATIC-FARMER-LABOR,False,1168266,2438685,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2559,2004,MINNESOTA,MN,27,41,33,US PRESIDENT,"KERRY, JOHN",DEMOCRATIC-FARMER-LABOR,False,1445014,2828387,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2892,2008,MINNESOTA,MN,27,41,33,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1573354,2910369,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3225,2012,MINNESOTA,MN,27,41,33,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRATIC-FARMER-LABOR,False,1546167,2936561,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
3558,2016,MINNESOTA,MN,27,41,33,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1367705,2944782,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
4032,2020,MINNESOTA,MN,27,41,33,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,1717077,3277171,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
504,1980,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,441089,891750,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
851,1984,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,582377,941104,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1153,1988,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,557890,931527,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1486,1992,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,487793,981793,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1858,1996,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,439838,893857,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2219,2000,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,572844,994184,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2569,2004,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,672660,1139824,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2900,2008,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,724597,1289865,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3236,2012,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,710746,1285584,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3568,2016,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,700714,1209357,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
4042,2020,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,756764,1313759,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
510,1980,MISSOURI,MO,29,43,34,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1074181,2099824,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
859,1984,MISSOURI,MO,29,43,34,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1274188,2122771,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1157,1988,MISSOURI,MO,29,43,34,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1084953,2093228,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
1492,1992,MISSOURI,MO,29,43,34,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1053873,2391270,20210113,,DEMOCRAT,1.0,REPUBLICAN,1,to Dem.
1864,1996,MISSOURI,MO,29,43,34,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1025935,2158065,20210113,,DEMOCRAT,1.0,DEMOCRAT,0,no swing
2226,2000,MISSOURI,MO,29,43,34,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1189924,2359892,20210113,,REPUBLICAN,1.0,DEMOCRAT,1,to Rep.
2576,2004,MISSOURI,MO,29,43,34,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1455713,2731364,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
2907,2008,MISSOURI,MO,29,43,34,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1445814,2925205,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3242,2012,MISSOURI,MO,29,43,34,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,1482440,2757323,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
3575,2016,MISSOURI,MO,29,43,34,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1594511,2808605,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
4050,2020,MISSOURI,MO,29,43,34,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1718736,3025962,20210113,,REPUBLICAN,1.0,REPUBLICAN,0,no swing
