level_0,index,year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified,rank,second_candidate_votes,margin,relative_margin
272,907,1984,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,200336,308971,20210113,,REPUBLICAN,1.0,104429.0,95907.0,0.31040777289778004
274,917,1984,OHIO,OH,39,31,24,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2678559,4563235,20210113,,REPUBLICAN,1.0,1825440.0,853119.0,0.18695486864033958
276,926,1984,OKLAHOMA,OK,40,73,53,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,861530,1255676,20210113,,REPUBLICAN,1.0,385080.0,476450.0,0.3794370522332194
278,929,1984,OREGON,OR,41,92,72,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,685700,1226527,20210113,,REPUBLICAN,1.0,536479.0,149221.0,0.12166140655688787
280,932,1984,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,2584323,4844903,20210113,,REPUBLICAN,1.0,2228131.0,356192.0,0.07351891255614405
282,938,1984,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,212080,410489,20210113,,REPUBLICAN,1.0,197106.0,14974.0,0.036478444002153526
284,947,1984,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,615539,968529,20210113,,REPUBLICAN,1.0,344459.0,271080.0,0.27988836679128865
286,952,1984,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,200267,317867,20210113,,REPUBLICAN,1.0,116113.0,84154.0,0.26474594720433386
288,956,1984,TENNESSEE,TN,47,62,54,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,990212,1711993,20210113,,REPUBLICAN,1.0,711714.0,278498.0,0.16267473056256657
290,966,1984,TEXAS,TX,48,74,49,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,3433428,5397571,20210113,,REPUBLICAN,1.0,1949276.0,1484152.0,0.274966647034379
292,970,1984,UTAH,UT,49,87,67,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,469105,629656,20210113,,REPUBLICAN,1.0,155369.0,313736.0,0.4982657196945634
294,978,1984,VERMONT,VT,50,13,6,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,135865,234561,20210113,,REPUBLICAN,1.0,95730.0,40135.0,0.17110687624967494
296,987,1984,VIRGINIA,VA,51,54,40,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1337078,2146635,20210113,,REPUBLICAN,1.0,796250.0,540828.0,0.2519422258558162
298,990,1984,WASHINGTON,WA,53,91,73,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1051670,1874910,20210113,,REPUBLICAN,1.0,798352.0,253318.0,0.13510941858542544
300,1000,1984,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,405483,735742,20210113,,REPUBLICAN,1.0,328125.0,77358.0,0.10514283539610353
302,1005,1984,WISCONSIN,WI,55,35,25,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,1198584,2211689,20210113,,REPUBLICAN,1.0,995740.0,202844.0,0.09171452224973764
304,1016,1984,WYOMING,WY,56,83,68,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,False,133241,188968,20210113,,REPUBLICAN,1.0,53370.0,79871.0,0.42266944667880274
306,1019,1988,ALABAMA,AL,1,63,41,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,815576,1378476,20210113,,REPUBLICAN,1.0,549506.0,266070.0,0.19301750628955455
308,1024,1988,ALASKA,AK,2,94,81,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,119251,200116,20210113,,REPUBLICAN,1.0,72584.0,46667.0,0.23319974414839392
310,1030,1988,ARIZONA,AZ,4,86,61,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,702541,1171873,20210113,,REPUBLICAN,1.0,454029.0,248512.0,0.21206393525578285
312,1035,1988,ARKANSAS,AR,5,71,42,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,466578,827738,20210113,,REPUBLICAN,1.0,349237.0,117341.0,0.1417610403291863
314,1041,1988,CALIFORNIA,CA,6,93,71,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,5054917,9887065,20210113,,REPUBLICAN,1.0,4702233.0,352684.0,0.035671253299133766
316,1046,1988,COLORADO,CO,8,84,62,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,728177,1372394,20210113,,REPUBLICAN,1.0,621453.0,106724.0,0.07776484012608624
318,1052,1988,CONNECTICUT,CT,9,16,1,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,750241,1443394,20210113,,REPUBLICAN,1.0,676584.0,73657.0,0.05103041858286788
320,1057,1988,DELAWARE,DE,10,51,11,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,139639,249891,20210113,,REPUBLICAN,1.0,108647.0,30992.0,0.1240220736241001
322,1061,1988,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,159407,192877,20210113,,DEMOCRAT,1.0,27590.0,131817.0,0.683425188073228
324,1070,1988,FLORIDA,FL,12,59,43,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2618885,4302313,20210113,,REPUBLICAN,1.0,1656701.0,962184.0,0.22364342157346526
326,1075,1988,GEORGIA,GA,13,58,44,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1081331,1809672,20210113,,REPUBLICAN,1.0,714792.0,366539.0,0.20254443899225938
328,1080,1988,HAWAII,HI,15,95,82,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,192364,354461,20210113,,DEMOCRAT,1.0,158625.0,33739.0,0.09518395535757107
330,1085,1988,IDAHO,ID,16,82,63,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,253881,408968,20210113,,REPUBLICAN,1.0,147272.0,106609.0,0.26067809706382894
332,1089,1988,ILLINOIS,IL,17,33,21,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2310939,4559120,20210113,,REPUBLICAN,1.0,2215940.0,94999.0,0.020837135236624612
334,1094,1988,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1297763,2168621,20210113,,REPUBLICAN,1.0,860643.0,437120.0,0.2015658798840369
336,1097,1988,IOWA,IA,19,42,31,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,670557,1225614,20210113,,DEMOCRAT,1.0,545355.0,125202.0,0.10215451194258551
338,1107,1988,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,554049,993044,20210113,,REPUBLICAN,1.0,422636.0,131413.0,0.13233351190883788
340,1110,1988,KENTUCKY,KY,21,61,51,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,734281,1322517,20210113,,REPUBLICAN,1.0,580368.0,153913.0,0.11637884427950643
342,1115,1988,LOUISIANA,LA,22,72,45,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,883702,1628202,20210113,,REPUBLICAN,1.0,717460.0,166242.0,0.10210158199044099
344,1121,1988,MAINE,ME,23,11,2,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,307131,555035,20210113,,REPUBLICAN,1.0,243569.0,63562.0,0.11451890421324781
346,1126,1988,MARYLAND,MD,24,52,52,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,876167,1714358,20210113,,REPUBLICAN,1.0,826304.0,49863.0,0.029085523560423203
348,1131,1988,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1401415,2632801,20210113,,DEMOCRAT,1.0,1194635.0,206780.0,0.07853992762840792
350,1136,1988,MICHIGAN,MI,26,34,23,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1965486,3669163,20210113,,REPUBLICAN,1.0,1675783.0,289703.0,0.07895615430549147
352,1141,1988,MINNESOTA,MN,27,41,33,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1109471,2096790,20210113,,DEMOCRAT,1.0,962337.0,147134.0,0.07017107101808001
354,1153,1988,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,557890,931527,20210113,,REPUBLICAN,1.0,363921.0,193969.0,0.208226922032319
356,1157,1988,MISSOURI,MO,29,43,34,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1084953,2093228,20210113,,REPUBLICAN,1.0,1001619.0,83334.0,0.03981123890947379
358,1160,1988,MONTANA,MT,30,81,64,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,190412,365674,20210113,,REPUBLICAN,1.0,168936.0,21476.0,0.058729906966314256
360,1164,1988,NEBRASKA,NE,31,46,35,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,397956,661465,20210113,,REPUBLICAN,1.0,259235.0,138721.0,0.2097178233164264
362,1168,1988,NEVADA,NV,32,88,65,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,206040,343133,20210113,,REPUBLICAN,1.0,132738.0,73302.0,0.21362562038626423
364,1172,1988,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,281537,450525,20210113,,REPUBLICAN,1.0,163696.0,117841.0,0.261563731202486
366,1176,1988,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1743192,3099553,20210113,,REPUBLICAN,1.0,1320352.0,422840.0,0.1364196708364077
368,1187,1988,NEW MEXICO,NM,35,85,66,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,270341,521387,20210113,,REPUBLICAN,1.0,244497.0,25844.0,0.04956778745921935
370,1195,1988,NEW YORK,NY,36,21,13,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,3255487,6485683,20210113,,DEMOCRAT,1.0,2838414.0,417073.0,0.06430671989364882
372,1205,1988,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1237258,2134370,20210113,,REPUBLICAN,1.0,890167.0,347091.0,0.16261988315053155
374,1209,1988,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,166559,297261,20210113,,REPUBLICAN,1.0,127739.0,38820.0,0.13059230776993955
376,1215,1988,OHIO,OH,39,31,24,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2416549,4393585,20210113,,REPUBLICAN,1.0,1939629.0,476920.0,0.10854916884503202
378,1222,1988,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,678367,1171036,20210113,,REPUBLICAN,1.0,483423.0,194944.0,0.16647139797580945
380,1226,1988,OREGON,OR,41,92,72,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,616206,1201694,20210113,,DEMOCRAT,1.0,560126.0,56080.0,0.046667454443477294
382,1231,1988,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2300087,4536251,20210113,,REPUBLICAN,1.0,2194944.0,105143.0,0.023178391142818156
384,1238,1988,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,225123,404622,20210113,,DEMOCRAT,1.0,177761.0,47362.0,0.11705245883812546
386,1247,1988,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,606443,986009,20210113,,REPUBLICAN,1.0,370554.0,235889.0,0.23923615301685888
388,1251,1988,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,165415,312991,20210113,,REPUBLICAN,1.0,145560.0,19855.0,0.0634363288401264
390,1254,1988,TENNESSEE,TN,47,62,54,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,947233,1636250,20210113,,REPUBLICAN,1.0,679794.0,267439.0,0.163446294881589
392,1258,1988,TEXAS,TX,48,74,49,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,3036829,5427410,20210113,,REPUBLICAN,1.0,2352748.0,684081.0,0.12604188738274794
394,1263,1988,UTAH,UT,49,87,67,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,428442,647008,20210113,,REPUBLICAN,1.0,207343.0,221099.0,0.3417252955141204
396,1272,1988,VERMONT,VT,50,13,6,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,124331,243328,20210113,,REPUBLICAN,1.0,115775.0,8556.0,0.035162414518674384
398,1282,1988,VIRGINIA,VA,51,54,40,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1309162,2191609,20210113,,REPUBLICAN,1.0,859799.0,449363.0,0.2050379424432004
400,1286,1988,WASHINGTON,WA,53,91,73,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,933516,1865253,20210113,,DEMOCRAT,1.0,903835.0,29681.0,0.01591258665714517
402,1293,1988,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,341016,653311,20210113,,DEMOCRAT,1.0,310065.0,30951.0,0.04737559906384555
404,1296,1988,WISCONSIN,WI,55,35,25,US PRESIDENT,"DUKAKIS, MICHAEL",DEMOCRAT,False,1126794,2191608,20210113,,DEMOCRAT,1.0,1047499.0,79295.0,0.036181196637354855
406,1300,1988,WYOMING,WY,56,83,68,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,106867,176551,20210113,,REPUBLICAN,1.0,67113.0,39754.0,0.22517006417409133
408,1304,1992,ALABAMA,AL,1,63,41,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,804283,1688060,20210113,,REPUBLICAN,1.0,690080.0,114203.0,0.06765340094546403
410,1310,1992,ALASKA,AK,2,94,81,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,102000,258506,20210113,,REPUBLICAN,1.0,78294.0,23706.0,0.09170386760848878
412,1320,1992,ARIZONA,AZ,4,86,61,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,572086,1486975,20210113,,REPUBLICAN,1.0,543050.0,29036.0,0.0195268918441803
414,1328,1992,ARKANSAS,AR,5,71,42,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,505823,950653,20210113,,DEMOCRAT,1.0,337324.0,168499.0,0.17724553543722052
416,1332,1992,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,5121325,11131721,20210113,,DEMOCRAT,1.0,3630574.0,1490751.0,0.13391918464359645
418,1339,1992,COLORADO,CO,8,84,62,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,629681,1569180,20210113,,DEMOCRAT,1.0,562850.0,66831.0,0.04258976025694949
420,1348,1992,CONNECTICUT,CT,9,16,1,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,682318,1616156,20210113,,DEMOCRAT,1.0,578313.0,104005.0,0.06435331737777789
422,1353,1992,DELAWARE,DE,10,51,11,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,126054,289620,20210113,,DEMOCRAT,1.0,102313.0,23741.0,0.08197293004626752
424,1358,1992,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,192619,227572,20210113,,DEMOCRAT,1.0,20698.0,171921.0,0.7554576134146556
426,1368,1992,FLORIDA,FL,12,59,43,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2173310,5313392,20210113,,REPUBLICAN,1.0,2071698.0,101612.0,0.019123753715140912
428,1373,1992,GEORGIA,GA,13,58,44,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1008966,2321133,20210113,,DEMOCRAT,1.0,995252.0,13714.0,0.0059083214964416085
430,1378,1992,HAWAII,HI,15,95,82,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,179310,372842,20210113,,DEMOCRAT,1.0,136822.0,42488.0,0.11395711856496854
432,1385,1992,IDAHO,ID,16,82,63,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,202645,482114,20210113,,REPUBLICAN,1.0,137013.0,65632.0,0.1361337774883119
434,1390,1992,ILLINOIS,IL,17,33,21,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2453350,5050157,20210113,,DEMOCRAT,1.0,1734096.0,719254.0,0.14242210687707332
436,1399,1992,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,989375,2305871,20210113,,REPUBLICAN,1.0,848420.0,140955.0,0.061128744843054965
438,1405,1992,IOWA,IA,19,42,31,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,586353,1354607,20210113,,DEMOCRAT,1.0,504891.0,81462.0,0.06013699914440129
440,1419,1992,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,449951,1157236,20210113,,REPUBLICAN,1.0,390434.0,59517.0,0.051430304622393355
442,1424,1992,KENTUCKY,KY,21,61,51,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,665104,1492900,20210113,,DEMOCRAT,1.0,617178.0,47926.0,0.03210261906356755
444,1432,1992,LOUISIANA,LA,22,72,45,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,815971,1790017,20210113,,DEMOCRAT,1.0,733386.0,82585.0,0.04613643334113587
446,1443,1992,MAINE,ME,23,11,2,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,263420,679499,20210113,,DEMOCRAT,1.0,206820.0,56600.0,0.08329666415991782
448,1450,1992,MARYLAND,MD,24,52,52,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,988571,1984580,20210113,,DEMOCRAT,1.0,707094.0,281477.0,0.14183202491207209
450,1455,1992,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1318639,2773664,20210113,,DEMOCRAT,1.0,805039.0,513600.0,0.1851702297033815
452,1466,1992,MICHIGAN,MI,26,34,23,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1871182,4274673,20210113,,DEMOCRAT,1.0,1554940.0,316242.0,0.07398039569342497
454,1474,1992,MINNESOTA,MN,27,41,33,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1020997,2347948,20210113,,DEMOCRAT,1.0,747841.0,273156.0,0.11633818125444005
456,1486,1992,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,487793,981793,20210113,,REPUBLICAN,1.0,400258.0,87535.0,0.08915830526394057
458,1492,1992,MISSOURI,MO,29,43,34,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1053873,2391270,20210113,,DEMOCRAT,1.0,811159.0,242714.0,0.10150003972784337
460,1496,1992,MONTANA,MT,30,81,64,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,154507,410583,20210113,,DEMOCRAT,1.0,144207.0,10300.0,0.02508627975342379
462,1501,1992,NEBRASKA,NE,31,46,35,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,343678,737546,20210113,,REPUBLICAN,1.0,216864.0,126814.0,0.1719404620186402
464,1506,1992,NEVADA,NV,32,88,65,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,189148,506318,20210113,,DEMOCRAT,1.0,175828.0,13320.0,0.026307577451325056
466,1515,1992,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,209040,537215,20210113,,DEMOCRAT,1.0,202484.0,6556.0,0.012203680090838864
468,1521,1992,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1436206,3343594,20210113,,DEMOCRAT,1.0,1356865.0,79341.0,0.023729256602326717
470,1534,1992,NEW MEXICO,NM,35,85,66,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,261617,569986,20210113,,DEMOCRAT,1.0,212824.0,48793.0,0.08560385693683704
472,1544,1992,NEW YORK,NY,36,21,13,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,3346894,7079432,20210113,,DEMOCRAT,1.0,2041690.0,1305204.0,0.18436563837324801
474,1555,1992,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1134661,2611850,20210113,,REPUBLICAN,1.0,1114042.0,20619.0,0.007894404349407509
476,1562,1992,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,136244,308133,20210113,,REPUBLICAN,1.0,99168.0,37076.0,0.12032466499855582
478,1566,1992,OHIO,OH,39,31,24,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1984942,4939967,20210113,,DEMOCRAT,1.0,1894310.0,90632.0,0.018346681263255404
480,1571,1992,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,592929,1390359,20210113,,REPUBLICAN,1.0,473066.0,119863.0,0.08621010832454064
482,1575,1992,OREGON,OR,41,92,72,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,621314,1462643,20210113,,DEMOCRAT,1.0,475757.0,145557.0,0.09951642335142614
484,1582,1992,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2239164,4959810,20210113,,DEMOCRAT,1.0,1791841.0,447323.0,0.09018954355106344
486,1587,1992,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,213299,453365,20210113,,DEMOCRAT,1.0,131601.0,81698.0,0.1802035887199056
488,1595,1992,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,577507,1228912,20210113,,REPUBLICAN,1.0,525514.0,51993.0,0.04230815550665955
490,1601,1992,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,136718,336254,20210113,,REPUBLICAN,1.0,124888.0,11830.0,0.03518173761501722
492,1606,1992,TENNESSEE,TN,47,62,54,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,933521,1982638,20210113,,DEMOCRAT,1.0,841300.0,92221.0,0.04651429055631941
494,1611,1992,TEXAS,TX,48,74,49,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,2496071,6154018,20210113,,REPUBLICAN,1.0,2281815.0,214256.0,0.03481562777359442
496,1616,1992,UTAH,UT,49,87,67,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,322632,743998,20210113,,REPUBLICAN,1.0,203400.0,119232.0,0.1602584953185358
498,1629,1992,VERMONT,VT,50,13,6,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,133592,289701,20210113,,DEMOCRAT,1.0,88122.0,45470.0,0.1569549293927187
500,1640,1992,VIRGINIA,VA,51,54,40,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,1150517,2559129,20210113,,REPUBLICAN,1.0,1038650.0,111867.0,0.04371291951284988
502,1646,1992,WASHINGTON,WA,53,91,73,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,993037,2287565,20210113,,DEMOCRAT,1.0,731234.0,261803.0,0.11444614688544369
504,1656,1992,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,331001,683677,20210113,,DEMOCRAT,1.0,241974.0,89027.0,0.1302179245462404
506,1660,1992,WISCONSIN,WI,55,35,25,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1041066,2531064,20210113,,DEMOCRAT,1.0,930855.0,110211.0,0.04354334777785153
508,1669,1992,WYOMING,WY,56,83,68,US PRESIDENT,"BUSH, GEORGE H.W.",REPUBLICAN,False,79347,199884,20210113,,REPUBLICAN,1.0,68160.0,11187.0,0.055967461127453925
510,1674,1996,ALABAMA,AL,1,63,41,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,769044,1534349,20210113,,REPUBLICAN,1.0,662165.0,106879.0,0.06965755509339791
512,1680,1996,ALASKA,AK,2,94,81,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,122746,241620,20210113,,REPUBLICAN,1.0,80380.0,42366.0,0.17534144524459896
514,1688,1996,ARIZONA,AZ,4,86,61,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,653288,1404405,20210113,,DEMOCRAT,1.0,622073.0,31215.0,0.022226494494109607
516,1694,1996,ARKANSAS,AR,5,71,42,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,475171,884262,20210113,,DEMOCRAT,1.0,325416.0,149755.0,0.16935591487590781
518,1707,1996,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,5119835,10019469,20210113,,DEMOCRAT,1.0,3828381.0,1291454.0,0.1288944553848113
520,1716,1996,COLORADO,CO,8,84,62,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,691848,1510702,20210113,,REPUBLICAN,1.0,671152.0,20696.0,0.013699591315825358
522,1729,1996,CONNECTICUT,CT,9,16,1,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,735740,1392614,20210113,,DEMOCRAT,1.0,483109.0,252631.0,0.18140776984864435
524,1737,1996,DELAWARE,DE,10,51,11,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,140355,270810,20210113,,DEMOCRAT,1.0,99062.0,41293.0,0.1524795982423101
526,1743,1996,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,158220,185726,20210113,,DEMOCRAT,1.0,17339.0,140881.0,0.7585421534949334
528,1751,1996,FLORIDA,FL,12,59,43,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2546870,5303154,20210113,,DEMOCRAT,1.0,2244536.0,302334.0,0.057010224481506666
530,1756,1996,GEORGIA,GA,13,58,44,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,1080843,2298899,20210113,,REPUBLICAN,1.0,1053849.0,26994.0,0.01174214265176504
532,1760,1996,HAWAII,HI,15,95,82,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,205012,360120,20210113,,DEMOCRAT,1.0,113943.0,91069.0,0.25288514939464624
534,1767,1996,IDAHO,ID,16,82,63,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,256595,491711,20210113,,REPUBLICAN,1.0,165443.0,91152.0,0.18537718293875874
536,1773,1996,ILLINOIS,IL,17,33,21,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,2341744,4311391,20210113,,DEMOCRAT,1.0,1587021.0,754723.0,0.1750532484759559
538,1780,1996,INDIANA,IN,18,32,22,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,1006693,2135431,20210113,,REPUBLICAN,1.0,887424.0,119269.0,0.05585242510762464
540,1785,1996,IOWA,IA,19,42,31,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,620258,1234075,20210113,,DEMOCRAT,1.0,492644.0,127614.0,0.10340862589388813
