level_0,index,year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified,rank,second_candidate_votes,margin,relative_margin
814,2722,2004,WYOMING,WY,56,83,68,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,167629,243861,20210113,,REPUBLICAN,1.0,70776.0,96853.0,0.39716477829583247
816,2728,2008,ALABAMA,AL,1,63,41,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1266546,2099819,20210113,,REPUBLICAN,1.0,813479.0,453067.0,0.21576478734595697
818,2732,2008,ALASKA,AK,2,94,81,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,193841,326197,20210113,,REPUBLICAN,1.0,123594.0,70247.0,0.21535145939416978
820,2738,2008,ARIZONA,AZ,4,86,61,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1230111,2293475,20210113,,REPUBLICAN,1.0,1034707.0,195404.0,0.0851999694786296
822,2744,2008,ARKANSAS,AR,5,71,42,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,638017,1086617,20210113,,REPUBLICAN,1.0,422310.0,215707.0,0.19851244734805365
824,2751,2008,CALIFORNIA,CA,6,93,71,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,8274473,13561900,20210113,,DEMOCRAT,1.0,5011781.0,3262692.0,0.24057779514669772
826,2758,2008,COLORADO,CO,8,84,62,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1288576,2401361,20210113,,DEMOCRAT,1.0,1073589.0,214987.0,0.08952714731354428
828,2774,2008,CONNECTICUT,CT,9,16,1,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,997772,1646792,20210113,,DEMOCRAT,1.0,629428.0,368344.0,0.22367366370494876
830,2778,2008,DELAWARE,DE,10,51,11,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,255459,412412,20210113,,DEMOCRAT,1.0,152374.0,103085.0,0.24995635432528637
832,2785,2008,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,245800,265853,20210113,,DEMOCRAT,1.0,17367.0,228433.0,0.8592455229017539
834,2790,2008,FLORIDA,FL,12,59,43,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,4282074,8390744,20210113,,DEMOCRAT,1.0,4045624.0,236450.0,0.028179861046886905
836,2804,2008,GEORGIA,GA,13,58,44,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,2048759,3924486,20210113,,REPUBLICAN,1.0,1844123.0,204636.0,0.05214338896864456
838,2809,2008,HAWAII,HI,15,95,82,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,325871,456064,20210113,,DEMOCRAT,1.0,120566.0,205305.0,0.45016708181307885
840,2817,2008,IDAHO,ID,16,82,63,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,403012,655122,20210113,,REPUBLICAN,1.0,236440.0,166572.0,0.2542610384020076
842,2823,2008,ILLINOIS,IL,17,33,21,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,3419348,5522371,20210113,,DEMOCRAT,1.0,2031179.0,1388169.0,0.2513719197786603
844,2831,2008,INDIANA,IN,18,32,22,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1374039,2751054,20210113,,DEMOCRAT,1.0,1345648.0,28391.0,0.010320044608357379
846,2836,2008,IOWA,IA,19,42,31,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,828940,1537123,20210113,,DEMOCRAT,1.0,682379.0,146561.0,0.09534760718563186
848,2846,2008,KANSAS,KS,20,47,32,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,699655,1235872,20210113,,REPUBLICAN,1.0,514765.0,184890.0,0.14960287149478263
850,2851,2008,KENTUCKY,KY,21,61,51,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1048462,1826620,20210113,,REPUBLICAN,1.0,751985.0,296477.0,0.16230907358947128
852,2857,2008,LOUISIANA,LA,22,72,45,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1148275,1960761,20210113,,REPUBLICAN,1.0,782989.0,365286.0,0.18629807508411275
854,2866,2008,MAINE,ME,23,11,2,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,421923,731163,20210113,,DEMOCRAT,1.0,295273.0,126650.0,0.17321718960067728
856,2871,2008,MARYLAND,MD,24,52,52,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1629467,2631596,20210113,,DEMOCRAT,1.0,959862.0,669605.0,0.2544482511753324
858,2878,2008,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1904097,3102995,20210113,,DEMOCRAT,1.0,1108854.0,795243.0,0.2562823981347053
860,2886,2008,MICHIGAN,MI,26,34,23,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2872579,5001596,20210113,,DEMOCRAT,1.0,2048639.0,823940.0,0.16473541645506753
862,2892,2008,MINNESOTA,MN,27,41,33,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1573354,2910369,20210113,,DEMOCRAT,1.0,1275409.0,297945.0,0.10237361654140764
864,2900,2008,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,724597,1289865,20210113,,REPUBLICAN,1.0,554662.0,169935.0,0.13174634554778988
866,2907,2008,MISSOURI,MO,29,43,34,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1445814,2925205,20210113,,REPUBLICAN,1.0,1441911.0,3903.0,0.0013342654617368697
868,2913,2008,MONTANA,MT,30,81,64,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,242763,490109,20210113,,REPUBLICAN,1.0,231667.0,11096.0,0.022639861745040388
870,2918,2008,NEBRASKA,NE,31,46,35,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,452979,801281,20210113,,REPUBLICAN,1.0,333319.0,119660.0,0.14933587592866923
872,2925,2008,NEVADA,NV,32,88,65,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,533736,967848,20210113,,DEMOCRAT,1.0,412827.0,120909.0,0.1249256081533464
874,2932,2008,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,384826,710970,20210113,,DEMOCRAT,1.0,316534.0,68292.0,0.0960546858517237
876,2937,2008,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2215422,3868237,20210113,,DEMOCRAT,1.0,1613207.0,602215.0,0.1556820329261108
878,2947,2008,NEW MEXICO,NM,35,85,66,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,472422,830158,20210113,,DEMOCRAT,1.0,346832.0,125590.0,0.15128445428460607
880,2953,2008,NEW YORK,NY,36,21,13,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,4645332,7722019,20210113,,DEMOCRAT,1.0,2418323.0,2227009.0,0.2883972442958247
882,2965,2008,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2142651,4310851,20210113,,DEMOCRAT,1.0,2128474.0,14177.0,0.003288677803988122
884,2970,2008,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,168601,316621,20210113,,REPUBLICAN,1.0,141278.0,27323.0,0.0862956026290107
886,2975,2008,OHIO,OH,39,31,24,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2940044,5708350,20210113,,DEMOCRAT,1.0,2677820.0,262224.0,0.04593691697250519
888,2983,2008,OKLAHOMA,OK,40,73,53,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,960165,1462661,20210113,,REPUBLICAN,1.0,502496.0,457669.0,0.31290162245387004
890,2985,2008,OREGON,OR,41,92,72,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1037291,1827864,20210113,,DEMOCRAT,1.0,738475.0,298816.0,0.1634782456462844
892,2992,2008,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,3276363,6013272,20210113,,DEMOCRAT,1.0,2655885.0,620478.0,0.10318475532122943
894,2998,2008,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,296571,471766,20210113,,DEMOCRAT,1.0,165391.0,131180.0,0.2780615813772082
896,3006,2008,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1034896,1920969,20210113,,REPUBLICAN,1.0,862449.0,172447.0,0.08977083961271629
898,3012,2008,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,203054,381975,20210113,,REPUBLICAN,1.0,170924.0,32130.0,0.08411545258197527
900,3017,2008,TENNESSEE,TN,47,62,54,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1479178,2599749,20210113,,REPUBLICAN,1.0,1087437.0,391741.0,0.15068416220181255
902,3020,2008,TEXAS,TX,48,74,49,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,4479328,8077795,20210113,,REPUBLICAN,1.0,3528633.0,950695.0,0.11769239006436781
904,3025,2008,UTAH,UT,49,87,67,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,596030,952370,20210113,,REPUBLICAN,1.0,327670.0,268360.0,0.28178124048426556
906,3033,2008,VERMONT,VT,50,13,6,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,219262,325046,20210113,,DEMOCRAT,1.0,98974.0,120288.0,0.3700645447105948
908,3042,2008,VIRGINIA,VA,51,54,40,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1959532,3723260,20210113,,DEMOCRAT,1.0,1725005.0,234527.0,0.06298969182920344
910,3049,2008,WASHINGTON,WA,53,91,73,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1750848,3036878,20210113,,DEMOCRAT,1.0,1229216.0,521632.0,0.17176587271533464
912,3057,2008,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,397466,713451,20210113,,REPUBLICAN,1.0,303857.0,93609.0,0.13120592724658037
914,3063,2008,WISCONSIN,WI,55,35,25,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1677211,2983417,20210113,,DEMOCRAT,1.0,1262393.0,414818.0,0.13904124029594253
916,3073,2008,WYOMING,WY,56,83,68,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,164958,254904,20210113,,REPUBLICAN,1.0,82868.0,82090.0,0.3220428082729184
918,3079,2012,ALABAMA,AL,1,63,41,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,1255925,2074338,20210113,,REPUBLICAN,1.0,795696.0,460229.0,0.22186789231070347
920,3083,2012,ALASKA,AK,2,94,81,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,164676,300495,20210113,,REPUBLICAN,1.0,122640.0,42036.0,0.1398891828483003
922,3088,2012,ARIZONA,AZ,4,86,61,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,1233654,2299254,20210113,,REPUBLICAN,1.0,1025232.0,208422.0,0.09064766224175319
924,3093,2012,ARKANSAS,AR,5,71,42,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,647744,1069468,20210113,,REPUBLICAN,1.0,394409.0,253335.0,0.23687945782389
926,3098,2012,CALIFORNIA,CA,6,93,71,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,7854285,13038547,20210113,,DEMOCRAT,1.0,4839958.0,3014327.0,0.23118580620984838
928,3105,2012,COLORADO,CO,8,84,62,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1323101,2569516,20210113,,DEMOCRAT,1.0,1185243.0,137858.0,0.05365134912567192
930,3121,2012,CONNECTICUT,CT,9,16,1,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,905083,1558204,20210113,,DEMOCRAT,1.0,634892.0,270191.0,0.17339899011939386
932,3126,2012,DELAWARE,DE,10,51,11,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,242584,413890,20210113,,DEMOCRAT,1.0,165484.0,77100.0,0.18628137911039164
934,3130,2012,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,267070,293764,20210113,,DEMOCRAT,1.0,21381.0,245689.0,0.8363482251058673
936,3135,2012,FLORIDA,FL,12,59,43,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,4237756,8474179,20210113,,DEMOCRAT,1.0,4163447.0,74309.0,0.008768873067231646
938,3148,2012,GEORGIA,GA,13,58,44,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,2078688,3897839,20210113,,REPUBLICAN,1.0,1773827.0,304861.0,0.07821282510642436
940,3151,2012,HAWAII,HI,15,95,82,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,306658,437159,20210113,,DEMOCRAT,1.0,121015.0,185643.0,0.4246578476023598
942,3157,2012,IDAHO,ID,16,82,63,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,420911,652274,20210113,,REPUBLICAN,1.0,212787.0,208124.0,0.3190744993668305
944,3162,2012,ILLINOIS,IL,17,33,21,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,3019512,5242014,20210113,,DEMOCRAT,1.0,2135216.0,884296.0,0.1686939409166019
946,3167,2012,INDIANA,IN,18,32,22,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,1420543,2624534,20210113,,REPUBLICAN,1.0,1152887.0,267656.0,0.10198229476166054
948,3171,2012,IOWA,IA,19,42,31,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,822544,1582180,20210113,,DEMOCRAT,1.0,730617.0,91927.0,0.0581014802361299
950,3180,2012,KANSAS,KS,20,47,32,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,692634,1159971,20210113,,REPUBLICAN,1.0,440726.0,251908.0,0.21716749815297107
952,3185,2012,KENTUCKY,KY,21,61,51,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,1087190,1797212,20210113,,REPUBLICAN,1.0,679370.0,407820.0,0.22691813764875818
954,3191,2012,LOUISIANA,LA,22,72,45,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,1152262,1994065,20210113,,REPUBLICAN,1.0,809141.0,343121.0,0.17207112105172098
956,3202,2012,MAINE,ME,23,11,2,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,401306,724758,20210113,,DEMOCRAT,1.0,292276.0,109030.0,0.15043642153656805
958,3208,2012,MARYLAND,MD,24,52,52,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1677844,2707327,20210113,,DEMOCRAT,1.0,971869.0,705975.0,0.26076458440373107
960,3213,2012,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1921290,3184196,20210113,,DEMOCRAT,1.0,1188314.0,732976.0,0.2301918600488161
962,3219,2012,MICHIGAN,MI,26,34,23,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2564569,4730961,20210113,,DEMOCRAT,1.0,2115256.0,449313.0,0.09497288183098529
964,3225,2012,MINNESOTA,MN,27,41,33,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRATIC-FARMER-LABOR,False,1546167,2936561,20210113,,DEMOCRAT,1.0,1320225.0,225942.0,0.07694102046577612
966,3236,2012,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,710746,1285584,20210113,,REPUBLICAN,1.0,562949.0,147797.0,0.1149648719959178
968,3242,2012,MISSOURI,MO,29,43,34,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,1482440,2757323,20210113,,REPUBLICAN,1.0,1223796.0,258644.0,0.09380257590423756
970,3246,2012,MONTANA,MT,30,81,64,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,267928,484048,20210113,,REPUBLICAN,1.0,201839.0,66089.0,0.136533980101147
972,3250,2012,NEBRASKA,NE,31,46,35,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,475064,794379,20210113,,REPUBLICAN,1.0,302081.0,172983.0,0.21775877761119064
974,3255,2012,NEVADA,NV,32,88,65,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,531373,1014918,20210113,,DEMOCRAT,1.0,463567.0,67806.0,0.06680933829136936
976,3260,2012,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,369561,710972,20210113,,DEMOCRAT,1.0,329918.0,39643.0,0.05575887658023101
978,3266,2012,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2122786,3638499,20210113,,DEMOCRAT,1.0,1478088.0,644698.0,0.17718790083493222
980,3276,2012,NEW MEXICO,NM,35,85,66,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,415335,783758,20210113,,DEMOCRAT,1.0,335788.0,79547.0,0.10149433881376649
982,3282,2012,NEW YORK,NY,36,21,13,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,4324228,7116784,20210113,,DEMOCRAT,1.0,2223397.0,2100831.0,0.2951938684664309
984,3292,2012,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,2270395,4505372,20210113,,REPUBLICAN,1.0,2178391.0,92004.0,0.020420955250753988
986,3296,2012,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,188320,322932,20210113,,REPUBLICAN,1.0,124966.0,63354.0,0.19618371669577497
988,3302,2012,OHIO,OH,39,31,24,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2827621,5580822,20210113,,DEMOCRAT,1.0,2661407.0,166214.0,0.02978306779897298
990,3310,2012,OKLAHOMA,OK,40,73,53,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,891325,1334872,20210113,,REPUBLICAN,1.0,443547.0,447778.0,0.3354463948603312
992,3312,2012,OREGON,OR,41,92,72,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,970488,1789270,20210113,,DEMOCRAT,1.0,754175.0,216313.0,0.1208945547625568
994,3319,2012,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2990274,5742040,20210113,,DEMOCRAT,1.0,2680434.0,309840.0,0.053959916684662594
996,3323,2012,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,279677,446049,20210113,,DEMOCRAT,1.0,157204.0,122473.0,0.27457297292449934
998,3331,2012,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,1071645,1964118,20210113,,REPUBLICAN,1.0,865941.0,205704.0,0.10473097848499938
1000,3336,2012,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,210610,363815,20210113,,REPUBLICAN,1.0,145039.0,65571.0,0.1802317111718868
1002,3340,2012,TENNESSEE,TN,47,62,54,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,1462330,2458577,20210113,,REPUBLICAN,1.0,960709.0,501621.0,0.20402899726142398
1004,3345,2012,TEXAS,TX,48,74,49,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,4569843,7993851,20210113,,REPUBLICAN,1.0,3308124.0,1261719.0,0.1578361918429553
1006,3350,2012,UTAH,UT,49,87,67,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,740600,1017440,20210113,,REPUBLICAN,1.0,251813.0,488787.0,0.4804086727472873
1008,3358,2012,VERMONT,VT,50,13,6,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,199239,299290,20210113,,DEMOCRAT,1.0,92698.0,106541.0,0.35597915065655383
1010,3364,2012,VIRGINIA,VA,51,54,40,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1971820,3854489,20210113,,DEMOCRAT,1.0,1822522.0,149298.0,0.038733538998295236
1012,3370,2012,WASHINGTON,WA,53,91,73,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1755396,3125516,20210113,,DEMOCRAT,1.0,1290670.0,464726.0,0.14868776867563627
1014,3378,2012,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,417655,670438,20210113,,REPUBLICAN,1.0,238269.0,179386.0,0.2675653826304595
1016,3383,2012,WISCONSIN,WI,55,35,25,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1620985,3071434,20210113,,DEMOCRAT,1.0,1410966.0,210019.0,0.06837815821534828
1018,3388,2012,WYOMING,WY,56,83,68,US PRESIDENT,"ROMNEY, MITT",REPUBLICAN,False,170962,250701,20210113,,REPUBLICAN,1.0,69286.0,101676.0,0.4055667907188244
1020,3395,2016,ALABAMA,AL,1,63,41,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1318255,2123372,20210113,,REPUBLICAN,1.0,729547.0,588708.0,0.27725146606435425
1022,3400,2016,ALASKA,AK,2,94,81,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,163387,318608,20210113,,REPUBLICAN,1.0,116454.0,46933.0,0.147306407874253
1024,3407,2016,ARIZONA,AZ,4,86,61,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1252401,2573165,20210113,,REPUBLICAN,1.0,1161167.0,91234.0,0.03545594627627843
1026,3417,2016,ARKANSAS,AR,5,71,42,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,684872,1130635,20210113,,REPUBLICAN,1.0,380494.0,304378.0,0.2692097803446736
1028,3425,2016,CALIFORNIA,CA,6,93,71,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,8753788,14181595,20210113,,DEMOCRAT,1.0,4483810.0,4269978.0,0.3010929306611844
1030,3431,2016,COLORADO,CO,8,84,62,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1338870,2780220,20210113,,DEMOCRAT,1.0,1202484.0,136386.0,0.049055830114163625
1032,3451,2016,CONNECTICUT,CT,9,16,1,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,897572,1644920,20210113,,DEMOCRAT,1.0,673215.0,224357.0,0.13639386717895094
1034,3456,2016,DELAWARE,DE,10,51,11,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,235603,441590,20210113,,DEMOCRAT,1.0,185127.0,50476.0,0.11430512466314907
1036,3460,2016,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,282830,312575,20210113,,DEMOCRAT,1.0,12723.0,270107.0,0.8641350075981764
1038,3467,2016,FLORIDA,FL,12,59,43,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,4617886,9420039,20210113,,REPUBLICAN,1.0,4504975.0,112911.0,0.011986256107856879
1040,3474,2016,GEORGIA,GA,13,58,44,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2089104,4114732,20210113,,REPUBLICAN,1.0,1877963.0,211141.0,0.051313426974101836
1042,3478,2016,HAWAII,HI,15,95,82,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,266891,437664,20210113,,DEMOCRAT,1.0,128847.0,138044.0,0.31541090882503475
1044,3485,2016,IDAHO,ID,16,82,63,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,409055,690255,20210113,,REPUBLICAN,1.0,189765.0,219290.0,0.31769418548217687
1046,3490,2016,ILLINOIS,IL,17,33,21,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,3090729,5536424,20210113,,DEMOCRAT,1.0,2146015.0,944714.0,0.1706361362496803
1048,3495,2016,INDIANA,IN,18,32,22,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1557286,2734958,20210113,,REPUBLICAN,1.0,1033126.0,524160.0,0.19165193761659227
1050,3502,2016,IOWA,IA,19,42,31,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,800983,1565580,20210113,,REPUBLICAN,1.0,653669.0,147314.0,0.09409547899181134
1052,3512,2016,KANSAS,KS,20,47,32,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,671018,1184402,20210113,,REPUBLICAN,1.0,427005.0,244013.0,0.20602211073605076
1054,3517,2016,KENTUCKY,KY,21,61,51,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1202971,1924149,20210113,,REPUBLICAN,1.0,628854.0,574117.0,0.29837450218252326
1056,3524,2016,LOUISIANA,LA,22,72,45,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1178638,2029032,20210113,,REPUBLICAN,1.0,780154.0,398484.0,0.19639118555054824
1058,3529,2016,MAINE,ME,23,11,2,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,357735,771892,20210113,,DEMOCRAT,1.0,335593.0,22142.0,0.02868536012810082
1060,3535,2016,MARYLAND,MD,24,52,52,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1677928,2781446,20210113,,DEMOCRAT,1.0,943169.0,734759.0,0.26416439506645106
1062,3544,2016,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1995196,3378821,20210113,,DEMOCRAT,1.0,1090893.0,904303.0,0.2676386230581614
1064,3551,2016,MICHIGAN,MI,26,34,23,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,2279543,4799284,20210113,,REPUBLICAN,1.0,2268839.0,10704.0,0.002230332691293118
1066,3558,2016,MINNESOTA,MN,27,41,33,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,1367705,2944782,20210113,,DEMOCRAT,1.0,1322949.0,44756.0,0.015198408574896207
1068,3568,2016,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,700714,1209357,20210113,,REPUBLICAN,1.0,485131.0,215583.0,0.1782624981705154
1070,3575,2016,MISSOURI,MO,29,43,34,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1594511,2808605,20210113,,REPUBLICAN,1.0,1071068.0,523443.0,0.18637117002924938
1072,3581,2016,MONTANA,MT,30,81,64,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,279240,494526,20210113,,REPUBLICAN,1.0,177709.0,101531.0,0.20530973093426838
1074,3586,2016,NEBRASKA,NE,31,46,35,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,495961,844227,20210113,,REPUBLICAN,1.0,284494.0,211467.0,0.2504859474999023
1076,3591,2016,NEVADA,NV,32,88,65,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,539260,1125385,20210113,,DEMOCRAT,1.0,512058.0,27202.0,0.02417128360516623
1078,3597,2016,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,348526,744296,20210113,,DEMOCRAT,1.0,345790.0,2736.0,0.0036759568773713685
1080,3604,2016,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,False,2148278,3874046,20210113,,DEMOCRAT,1.0,1601933.0,546345.0,0.14102697799664743
